,author,author_type,link,city,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_m2,price_per_month,commissions,district,street,house_number,underground
358,ID 109722976,homeowner,https://ekb.cian.ru/rent/flat/294864030/,Екатеринбург,rent,flat,4,16,1,40.0,675,27000,0,Чкаловский, Крестинского,4,Ботаническая
359,ID 107948037,unknown,https://ekb.cian.ru/rent/flat/294981526/,Екатеринбург,rent,flat,9,27,1,44.0,909,40000,0,Автовокзал, Циолковского,27,Чкаловская
360,ID 46834112,realtor,https://ekb.cian.ru/rent/flat/294996074/,Екатеринбург,rent,flat,16,20,1,47.0,851,40000,0,Автовокзал, Николая Островского,1,Чкаловская
361,ID 104079381,homeowner,https://ekb.cian.ru/rent/flat/294857182/,Екатеринбург,rent,flat,4,20,1,33.0,848,28000,0,Октябрьский, Хуторская,1,Ботаническая
362,Виктория Криворучко,realtor,https://ekb.cian.ru/rent/flat/294991899/,Екатеринбург,rent,flat,9,24,2,50.0,700,35000,0,Автовокзал, 8 Марта,190,Чкаловская
363,ID 46834112,realtor,https://ekb.cian.ru/rent/flat/294997357/,Екатеринбург,rent,flat,14,28,2,54.0,833,45000,0,Верх-Исетский, Юмашева,1,Площадь 1905 года
364,ID 45196205,homeowner,https://ekb.cian.ru/rent/flat/294367995/,Екатеринбург,rent,flat,5,5,1,27.0,1296,35000,0,Верх-Исетский, Евгения Савкова,46,
365,Виктория Криворучко,realtor,https://ekb.cian.ru/rent/flat/294992462/,Екатеринбург,rent,flat,13,21,2,64.0,734,47000,0,Верх-Исетский, Мельникова,38,Площадь 1905 года
366,ID 49611766,unknown,https://ekb.cian.ru/rent/flat/294969614/,Екатеринбург,rent,flat,13,15,1,44.0,1090,48000,0,Октябрьский, Онежская,4,Ботаническая
367,ID 52092533,homeowner,https://ekb.cian.ru/rent/flat/294952564/,Екатеринбург,rent,flat,30,31,1,47.6,525,25000,0,мкр. Академический, Академика Парина,39,
368,ID 58410264,homeowner,https://ekb.cian.ru/rent/flat/295042095/,Екатеринбург,rent,flat,4,12,1,47.0,957,45000,0,Ленинский, Шаумяна,81А,Чкаловская
369,ID 92091778,unknown,https://ekb.cian.ru/rent/flat/294989132/,Екатеринбург,rent,flat,2,5,2,43.0,1023,44000,0,Железнодорожный, Челюскинцев,33А,Уральская
370,ID 108210685,realtor,https://ekb.cian.ru/rent/flat/294968836/,Екатеринбург,rent,flat,4,9,3,62.0,516,32000,0,Кировский, Блюхера,47А,Динамо
371,ID 46834112,realtor,https://ekb.cian.ru/rent/flat/294997092/,Екатеринбург,rent,flat,12,16,2,61.0,819,50000,0,Центр, Куйбышева,21,Геологическая
372,ID 46834112,realtor,https://ekb.cian.ru/rent/flat/295014132/,Екатеринбург,rent,flat,20,23,2,86.0,662,57000,0,Центр, Белинского,108,Геологическая
373,ID 55711195,unknown,https://ekb.cian.ru/rent/flat/292475761/,Екатеринбург,rent,flat,6,18,1,51.0,450,23000,0,, Академика Ландау,14,Геологическая
374,ID 46834112,realtor,https://ekb.cian.ru/rent/flat/295013565/,Екатеринбург,rent,flat,22,34,2,55.0,1090,60000,0,Центр, Горького,69/1,Геологическая
375,ID 108210685,realtor,https://ekb.cian.ru/rent/flat/294515562/,Екатеринбург,rent,flat,3,9,1,33.0,757,25000,0,Центр, Восточная,86,Геологическая
376,Елена Давыдова,realtor,https://ekb.cian.ru/rent/flat/294967851/,Екатеринбург,rent,flat,12,16,3,75.0,1200,90000,0,Центр, Радищева,33,Геологическая
377,ID 49611766,unknown,https://ekb.cian.ru/rent/flat/294968804/,Екатеринбург,rent,flat,10,36,3,78.0,1089,85000,0,Автовокзал, Цвиллинга,7А/3,Чкаловская
378,Первая Мастерская Недвижимости,real_estate_agent,https://ekb.cian.ru/rent/flat/294691865/,Екатеринбург,rent,flat,4,10,2,60.0,500,30000,0,Чкаловский, Дорожная,11,Ботаническая
379,ID 89705378,realtor,https://ekb.cian.ru/rent/flat/294690020/,Екатеринбург,rent,flat,9,28,2,60.0,416,25000,0,Чкаловский,переулок Сызранский,17,Ботаническая
380,ID 108210685,realtor,https://ekb.cian.ru/rent/flat/294968805/,Екатеринбург,rent,flat,4,9,2,62.0,435,27000,0,Кировский, Блюхера,47А,Динамо
381,ID 108210685,realtor,https://ekb.cian.ru/rent/flat/294990391/,Екатеринбург,rent,flat,4,19,2,45.0,666,30000,0,Орджоникидзевский, Стачек,4,Машиностроителей
382,ID 108210685,realtor,https://ekb.cian.ru/rent/flat/295028109/,Екатеринбург,rent,flat,4,22,3,70.0,500,35000,0,Кировский, Ирбитская,13,Машиностроителей
383,ID 108210685,realtor,https://ekb.cian.ru/rent/flat/295028035/,Екатеринбург,rent,flat,4,22,2,70.0,500,35000,0,Кировский, Ирбитская,13,Машиностроителей
384,ID 88366659,unknown,https://ekb.cian.ru/rent/flat/294992551/,Екатеринбург,rent,flat,10,16,2,51.6,949,49000,0,Верх-Исетский, Опалихинская,40,Уральская
385,ID 109877328,homeowner,https://ekb.cian.ru/rent/flat/294987665/,Екатеринбург,rent,flat,17,31,1,42.4,825,35000,0,Ленинский, Московская,198,Чкаловская
386,ID 86319814,homeowner,https://ekb.cian.ru/rent/flat/295069300/,Екатеринбург,rent,flat,10,12,3,65.0,615,40000,0,Кировский, Новгородцевой,5/1,
387,Высота,real_estate_agent,https://ekb.cian.ru/rent/flat/294512032/,Екатеринбург,rent,flat,3,24,3,90.0,444,40000,0,Кировский, Студенческая,80,Площадь 1905 года
388,ID 109885690,homeowner,https://ekb.cian.ru/rent/flat/294996012/,Екатеринбург,rent,flat,13,32,2,63.0,714,45000,0,Чкаловский,Светлый мкр,5,Ботаническая
389,ID 51315956,homeowner,https://ekb.cian.ru/rent/flat/295018030/,Екатеринбург,rent,flat,9,9,3,79.0,506,40000,0,Чкаловский, Шишимская,19,Ботаническая
390,ID 109679561,homeowner,https://ekb.cian.ru/rent/flat/294778273/,Екатеринбург,rent,flat,14,25,1,41.0,731,30000,0,Чкаловский, Профсоюзная,43,Ботаническая
