,author,author_type,link,city,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_m2,price_per_month,commissions,district,street,house_number,underground
465,HOME НЕДВИЖИМОСТЬ,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/294491042/,Новосибирск,rent,flat,11,25,1,47.0,957,45000,0,Центральный, Фрунзе,49/2,Маршала Покрышкина
466,HOME НЕДВИЖИМОСТЬ,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/294722928/,Новосибирск,rent,flat,21,28,2,49.0,1020,50000,0,Заельцовский,Овражная ,3,
467,ID 92565322,realtor,https://novosibirsk.cian.ru/rent/flat/294288352/,Новосибирск,rent,flat,7,9,2,50.0,460,23000,0,Ленинский, Филатова,14,
468,Rialtor Group,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/293791356/,Новосибирск,rent,flat,13,26,2,45.2,1327,60000,0,Заельцовский,Дачная ,42/1,Заельцовская
469,Этажи Новосибирск,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/294864487/,Новосибирск,rent,flat,4,5,1,29.0,965,28000,0,Центральный, Крылова,43А,
470,ID 101459050,homeowner,https://novosibirsk.cian.ru/rent/flat/294698086/,Новосибирск,rent,flat,7,26,2,40.3,694,28000,0,Ленинский,1-я Чулымская ,112/2,Студенческая
471,Этажи Новосибирск,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/294344829/,Новосибирск,rent,flat,15,17,1,37.0,810,30000,0,Калининский,Красный проспект,314,
472,Сфера,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/294533230/,Новосибирск,rent,flat,4,5,2,42.8,700,30000,0,Калининский,Танковая ,5,Заельцовская
473,ID 102201618,homeowner,https://novosibirsk.cian.ru/rent/flat/294850051/,Новосибирск,rent,flat,5,15,2,58.8,680,40000,0,Октябрьский, Бориса Богаткова,201/3,Золотая Нива
474,HOME НЕДВИЖИМОСТЬ,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/294594574/,Новосибирск,rent,flat,6,16,1,41.0,731,30000,0,Калининский,Красный проспект,322,Заельцовская
475,ID 98761320,homeowner,https://novosibirsk.cian.ru/rent/flat/290840508/,Новосибирск,rent,flat,9,27,1,38.0,1000,38000,0,Центральный, Фрунзе,49,Маршала Покрышкина
476,HOME НЕДВИЖИМОСТЬ,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/294651146/,Новосибирск,rent,flat,8,26,1,26.0,1538,40000,0,Октябрьский,Большевистская ,32/1,Речной вокзал
477,HOME НЕДВИЖИМОСТЬ,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/293564219/,Новосибирск,rent,flat,9,13,1,28.0,1428,40000,0,Октябрьский,Обская ,46/2,Речной вокзал
478,ЖИЛФОНД,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/294592421/,Новосибирск,rent,flat,17,17,2,50.0,800,40000,0,Октябрьский, Ключ-Камышенское плато,26/2,Речной вокзал
479,Александр Бетин,realtor,https://novosibirsk.cian.ru/rent/flat/288402045/,Новосибирск,rent,flat,9,9,3,60.0,566,34000,0,Ленинский,Новосибирская ,20,Площадь Маркса
480,ЖИЛФОНД,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/294736804/,Новосибирск,rent,flat,5,5,1,92.0,543,50000,0,Ленинский, Котовского,21,Площадь Маркса
481,Сибирский Партнер,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/293318776/,Новосибирск,rent,flat,5,7,4,115.0,434,50000,0,Центральный, Державина,61,Маршала Покрышкина
482,HOME НЕДВИЖИМОСТЬ,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/294941391/,Новосибирск,rent,flat,8,15,1,24.0,1125,27000,0,Октябрьский, Владимира Заровного,40,Речной вокзал
483,HOME НЕДВИЖИМОСТЬ,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/294435120/,Новосибирск,rent,flat,8,12,3,100.0,600,60000,0,Заельцовский, Галущака,17,Гагаринская
484,ЖИЛФОНД,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/292266893/,Новосибирск,rent,flat,2,3,3,80.0,750,60000,0,Заельцовский, Кузьмы Минина,24,Заельцовская
485,ID 21017475,unknown,https://novosibirsk.cian.ru/rent/flat/294984736/,Новосибирск,rent,flat,2,5,3,60.0,616,37000,0,Заельцовский,Рельсовая ,2/1,Гагаринская
486,Новактив,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/294296108/,Новосибирск,rent,flat,5,6,4,124.0,725,90000,0,Заельцовский,Красный проспект,234,
487,Этажи Новосибирск,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/294432344/,Новосибирск,rent,flat,6,17,1,36.32,633,23000,0,Ленинский, Забалуева,102,
488,ID 39482381,realtor,https://novosibirsk.cian.ru/rent/flat/294957708/,Новосибирск,rent,flat,13,27,1,39.0,769,30000,0,Центральный, Крылова,34,Сибирская
489,Этажи Новосибирск,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/294710333/,Новосибирск,rent,flat,12,12,2,30.0,833,25000,0,Ленинский, Юности,1,
490,Владис Центральное,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/294457734/,Новосибирск,rent,flat,5,10,1,52.0,365,19000,0,Кировский, Виктора Шевелева,20,Студенческая
491,HOME НЕДВИЖИМОСТЬ,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/294768490/,Новосибирск,rent,flat,7,27,1,45.0,666,30000,0,Ленинский,1-я Чулымская ,112/2,Площадь Гарина-Михайловского
492,Сфера,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/293304192/,Новосибирск,rent,flat,4,9,4,72.0,500,36000,0,Заельцовский, Кропоткина,128,Гагаринская
493,Денис Чернов,realtor,https://novosibirsk.cian.ru/rent/flat/277392075/,Новосибирск,rent,flat,10,18,2,47.0,1170,55000,0,Центральный,Трудовая ,25,Площадь Ленина
494,Этажи Новосибирск,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/294894791/,Новосибирск,rent,flat,4,5,3,67.0,597,40000,0,Советский, Героев Труда,33,
495,Олег Выдрин,realtor,https://novosibirsk.cian.ru/rent/flat/294981445/,Новосибирск,rent,flat,2,5,2,54.0,648,35000,0,Центральный,Трудовая ,7,Площадь Ленина
496,Этажи Новосибирск,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/294850899/,Новосибирск,rent,flat,5,8,3,76.0,1578,120000,0,Железнодорожный, Урицкого,6,
497,HOME НЕДВИЖИМОСТЬ,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/294939570/,Новосибирск,rent,flat,5,17,2,37.1,943,35000,0,Ленинский, Связистов,13/2,Площадь Маркса
498,ID 109648830,homeowner,https://novosibirsk.cian.ru/rent/flat/294739804/,Новосибирск,rent,flat,15,19,3,70.0,714,50000,0,Ленинский,Стартовая ,1,Студенческая
499,Этажи Новосибирск,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/294952943/,Новосибирск,rent,flat,3,19,2,60.9,656,40000,0,Центральный, Николая Островского,120,
500,ID 109934329,homeowner,https://novosibirsk.cian.ru/rent/flat/295062577/,Новосибирск,rent,flat,5,11,3,92.0,543,50000,0,Центральный, Ольги Жилиной,60,Маршала Покрышкина
501,ЖИЛФОНД,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/294941748/,Новосибирск,rent,flat,2,5,2,42.0,714,30000,0,Центральный, Гоголя,3,Красный Проспект
502,Этажи Новосибирск,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/294435001/,Новосибирск,rent,flat,13,20,2,45.3,1434,65000,0,Октябрьский, Декабристов,41,
503,Валентина Ситникова,realtor,https://novosibirsk.cian.ru/rent/flat/294889725/,Новосибирск,rent,flat,3,18,2,60.0,466,28000,0,Советский, Балтийская,31,
504,Сергей  Санников,realtor,https://novosibirsk.cian.ru/rent/flat/294208690/,Новосибирск,rent,flat,3,6,3,106.0,1226,130000,0,Заельцовский, Победы,55/1,Заельцовская
505,Этажи Новосибирск,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/293759514/,Новосибирск,rent,flat,2,10,2,62.0,887,55000,0,Октябрьский,Большевистская ,112,
506,Этажи Новосибирск,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/293231596/,Новосибирск,rent,flat,3,6,3,126.0,476,60000,0,Советский, Лесосечная,14,
507,ID 91115925,homeowner,https://novosibirsk.cian.ru/rent/flat/273687637/,Новосибирск,rent,flat,3,9,1,29.5,949,28000,0,Дзержинский, Кошурникова,29/1,Золотая Нива
508,Сфера,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/294864352/,Новосибирск,rent,flat,2,9,4,67.0,522,35000,0,Октябрьский,Ленинградская ,273,Речной вокзал
509,HOME НЕДВИЖИМОСТЬ,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/294939565/,Новосибирск,rent,flat,1,2,3,71.0,507,36000,0,Первомайский,1-я Механическая ,8,Речной вокзал
510,Планета,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/294590493/,Новосибирск,rent,flat,3,5,2,44.1,770,34000,0,Центральный, Гоголя,3,Красный Проспект
511,ЖИЛФОНД,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/293735863/,Новосибирск,rent,flat,10,25,3,56.0,803,45000,0,Кировский, Немировича-Данченко,150,Студенческая
512,Этажи Новосибирск,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/294870150/,Новосибирск,rent,flat,3,5,1,31.0,967,30000,0,Калининский,Танковая ,11,
513,ЖИЛФОНД,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/294750847/,Новосибирск,rent,flat,5,10,1,38.0,789,30000,0,Заельцовский,Холодильная ,18/3,Гагаринская
514,ЖИЛФОНД,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/293687255/,Новосибирск,rent,flat,6,6,2,60.0,450,27000,0,Калининский, Дунаевского,3,Заельцовская
515,ЖИЛФОНД,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/294945606/,Новосибирск,rent,flat,6,14,2,39.0,692,27000,0,Калининский,Красный проспект,331/2,
516,ID 93739627,homeowner,https://novosibirsk.cian.ru/rent/flat/276311902/,Новосибирск,rent,flat,20,23,2,48.0,458,22000,0,Кировский, Петухова,105,
517,ЖИЛФОНД,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/294949567/,Новосибирск,rent,flat,2,9,2,44.0,636,28000,0,Дзержинский, Королева,21,Березовая Роща
518,Этажи Новосибирск,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/294941072/,Новосибирск,rent,flat,6,25,1,39.0,1025,40000,0,Заельцовский,Красный проспект,167/4,
519,HOME НЕДВИЖИМОСТЬ,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/294938819/,Новосибирск,rent,flat,9,10,2,44.0,1295,57000,0,Заельцовский,Кубовая ,53,
520,ID 99040217,realtor,https://novosibirsk.cian.ru/rent/flat/295027256/,Новосибирск,rent,flat,10,12,1,50.0,900,45000,0,Советский,проспект Академика Коптюга,19,
521,Ривьера,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/293249706/,Новосибирск,rent,flat,4,17,3,72.0,694,50000,0,Кировский, Сибиряков-Гвардейцев,44/7,
522,Этажи Новосибирск,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/294861030/,Новосибирск,rent,flat,7,10,3,80.0,500,40000,0,Железнодорожный, 1905 года,2,
523,Сергей  Санников,realtor,https://novosibirsk.cian.ru/rent/flat/295048366/,Новосибирск,rent,flat,19,19,3,65.0,769,50000,0,Дзержинский, Авиастроителей,18,Березовая Роща
524,Этажи Новосибирск,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/294729689/,Новосибирск,rent,flat,12,23,1,37.8,1005,38000,0,Железнодорожный, Дмитрия Шамшурина,29,
525,Этажи Новосибирск,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/294059283/,Новосибирск,rent,flat,5,16,2,78.8,951,75000,0,Центральный, Сибревкома,7/1,
526,Агентство Единый Центр Недвижимости,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/294948154/,Новосибирск,rent,flat,11,17,2,50.0,800,40000,0,Железнодорожный,Красноярская ,132,Площадь Гарина-Михайловского
527,Этажи Новосибирск,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/294710339/,Новосибирск,rent,flat,10,26,3,61.0,901,55000,0,Ленинский, Ясный Берег,16,
528,HOME НЕДВИЖИМОСТЬ,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/294859614/,Новосибирск,rent,flat,9,9,3,110.0,727,80000,0,Октябрьский, Шевченко,31,Октябрьская
529,Ваш Академгородок,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/279512641/,Новосибирск,rent,flat,4,4,3,74.4,739,55000,0,Советский,проспект Морской,34,
530,Татьяна Быкова,realtor,https://novosibirsk.cian.ru/rent/flat/243099132/,Новосибирск,rent,flat,23,25,1,38.0,868,33000,0,Центральный, Фрунзе,20,Маршала Покрышкина
531,Этажи Новосибирск,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/294710344/,Новосибирск,rent,flat,1,5,3,58.1,516,30000,0,Кировский, Палласа,6,
532,Этажи Новосибирск,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/294882190/,Новосибирск,rent,flat,1,9,2,42.0,476,20000,0,Кировский, Комсомольская,,
533,Rielt Market,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/275691691/,Новосибирск,rent,flat,5,24,2,60.0,866,52000,0,Октябрьский,Обская ,46,Речной вокзал
534,HOME НЕДВИЖИМОСТЬ,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/294733031/,Новосибирск,rent,flat,14,16,2,68.0,735,50000,0,Заельцовский,Овражная ,12,Заельцовская
535,Этажи Новосибирск,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/294808983/,Новосибирск,rent,flat,2,5,3,59.0,508,30000,0,Кировский, Немировича-Данченко,153,
536,Этажи Новосибирск,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/294821445/,Новосибирск,rent,flat,13,15,1,36.0,1027,37000,0,Ленинский,1-я Шоссейная ,64,
537,Этажи Новосибирск,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/294814832/,Новосибирск,rent,flat,5,16,1,41.0,731,30000,0,Ленинский,,78,
538,Недвижимость Новосибирска-НН,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/294983830/,Новосибирск,rent,flat,8,28,3,83.0,963,80000,0,Железнодорожный, 1905 года,73,Красный Проспект
539,Этажи Новосибирск,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/294752869/,Новосибирск,rent,flat,3,10,2,54.0,555,30000,0,Октябрьский, В. Высоцкого,38,
540,ЖИЛФОНД,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/294832964/,Новосибирск,rent,flat,8,16,2,48.0,687,33000,0,Заельцовский, Тимирязева,58/1,Заельцовская
541,ID 460508,realtor,https://novosibirsk.cian.ru/rent/flat/294746928/,Новосибирск,rent,flat,17,21,4,150.0,1166,175000,0,Калининский, Богдана Хмельницкого,11/3,Заельцовская
542,ЖИЛФОНД,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/294889694/,Новосибирск,rent,flat,6,9,3,56.0,696,39000,0,Железнодорожный, Челюскинцев,30,Площадь Гарина-Михайловского
543,HOME НЕДВИЖИМОСТЬ,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/294773818/,Новосибирск,rent,flat,4,10,3,74.0,567,42000,0,Железнодорожный, Вокзальная магистраль,4/1,Площадь Гарина-Михайловского
544,Сибриэлт,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/291574557/,Новосибирск,rent,flat,14,14,4,170.0,500,85000,0,Советский, Ильича,23,
545,Этажи Новосибирск,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/294944133/,Новосибирск,rent,flat,7,13,3,110.0,500,55000,0,Центральный, Крылова,48,
546,Этажи Новосибирск,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/294882183/,Новосибирск,rent,flat,7,9,2,58.0,517,30000,0,Октябрьский, Никитина,66,
547,Этажи Новосибирск,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/294861026/,Новосибирск,rent,flat,2,20,2,59.6,419,25000,0,Ленинский,Междуреченская ,1/2,
548,ЖИЛФОНД,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/294554487/,Новосибирск,rent,flat,9,10,1,30.0,833,25000,0,Калининский, Тюленина,21/1,Заельцовская
549,Кирилл Куделенко,realtor,https://novosibirsk.cian.ru/rent/flat/294687593/,Новосибирск,rent,flat,13,18,4,76.0,986,75000,0,Октябрьский,Большевистская ,104,Октябрьская
550,ID 11535108,unknown,https://novosibirsk.cian.ru/rent/flat/294651155/,Новосибирск,rent,flat,4,15,3,80.0,375,30000,0,Кировский, Петухова,12/6,Студенческая
551,Владис Центральное,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/294205617/,Новосибирск,rent,flat,4,16,1,43.0,930,40000,0,Заельцовский, Залесского,8/1,Заельцовская
552,ID 98939415,unknown,https://novosibirsk.cian.ru/rent/flat/285794979/,Новосибирск,rent,flat,3,6,4,144.0,1145,165000,0,Заельцовский, Победы,55/1,Заельцовская
553,Этажи Новосибирск,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/294393109/,Новосибирск,rent,flat,20,25,2,64.0,1093,70000,0,Октябрьский, Владимира Заровного,22,
554,ID 53299228,homeowner,https://novosibirsk.cian.ru/rent/flat/287992639/,Новосибирск,rent,flat,1,25,1,38.0,1315,50000,0,Октябрьский,Закаменский мкр,23,Березовая Роща
555,Начало перемен,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/294715256/,Новосибирск,rent,flat,13,25,1,36.0,888,32000,0,Октябрьский,Гурьевская ,177/1,
556,HOME НЕДВИЖИМОСТЬ,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/294893972/,Новосибирск,rent,flat,5,12,2,64.0,625,40000,0,Октябрьский, Грибоедова,32/3,Октябрьская
557,ДОМОТЕКА,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/294255967/,Новосибирск,rent,flat,7,16,1,41.7,719,30000,0,Октябрьский,Обская ,46/2,Речной вокзал
558,HOME НЕДВИЖИМОСТЬ,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/294769445/,Новосибирск,rent,flat,3,17,2,63.0,714,45000,0,Октябрьский, Лескова,29,Октябрьская
559,Кирилл Куделенко,realtor,https://novosibirsk.cian.ru/rent/flat/295036735/,Новосибирск,rent,flat,2,19,3,110.0,818,90000,0,Центральный, Семьи Шамшиных,24/2,Площадь Ленина
560,Начало перемен,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/294864060/,Новосибирск,rent,flat,13,17,2,60.0,633,38000,0,Октябрьский,Закаменский мкр,14,
561,Сфера,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/294860927/,Новосибирск,rent,flat,1,5,3,60.0,666,40000,0,Октябрьский, Никитина,138Б,Золотая Нива
562,Планета Недвижимости -подразделение ООО Лаки,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/293968594/,Новосибирск,rent,flat,6,9,4,78.0,448,35000,0,Ленинский, 9-й Гвардейской Дивизии,7,
563,HOME НЕДВИЖИМОСТЬ,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/294166742/,Новосибирск,rent,flat,16,25,1,27.0,1111,30000,0,Заельцовский,Светлановская ,52/2,Заельцовская
564,ID 70233944,unknown,https://novosibirsk.cian.ru/rent/flat/294989514/,Новосибирск,rent,flat,21,28,2,64.7,850,55000,0,Октябрьский, Шевченко,25,Октябрьская
565,Ваш Академгородок,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/290999112/,Новосибирск,rent,flat,6,11,3,117.0,555,65000,0,Советский, Пирогова,26,
566,Этажи Новосибирск,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/294797231/,Новосибирск,rent,flat,17,17,2,68.0,514,35000,0,Ленинский, Ясный Берег,15,
567,Светлана Волкова,realtor,https://novosibirsk.cian.ru/rent/flat/294203827/,Новосибирск,rent,flat,5,27,1,48.0,937,45000,0,Центральный,Ядринцевская ,57,Площадь Ленина
568,Вячеслав Пунгин,realtor,https://novosibirsk.cian.ru/rent/flat/291021086/,Новосибирск,rent,flat,3,12,3,130.0,692,90000,0,Железнодорожный,Сибирская ,57,Красный Проспект
569,Этажи Новосибирск,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/294808988/,Новосибирск,rent,flat,11,17,2,67.0,552,37000,0,Заельцовский, Дуси Ковальчук,270/3,
570,Сфера,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/294815167/,Новосибирск,rent,flat,25,25,1,37.4,1203,45000,0,Центральный, Фрунзе,49,Маршала Покрышкина
571,Евгения Назырова,realtor,https://novosibirsk.cian.ru/rent/flat/295060382/,Новосибирск,rent,flat,8,25,2,40.0,2000,80000,0,Октябрьский, Кирова,50,Октябрьская
572,Сфера,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/294821103/,Новосибирск,rent,flat,18,25,1,40.0,875,35000,0,Октябрьский, Лескова,25,Октябрьская
573,Проспект,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/295014387/,Новосибирск,rent,flat,6,9,3,110.0,590,65000,0,Центральный, Семьи Шамшиных,4,Октябрьская
574,Этажи Новосибирск,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/294913656/,Новосибирск,rent,flat,5,12,2,58.0,689,40000,0,Октябрьский, Грибоедова,32/2,
575,Олег Выдрин,realtor,https://novosibirsk.cian.ru/rent/flat/294981208/,Новосибирск,rent,flat,9,9,2,65.0,661,43000,0,Железнодорожный,Октябрьская ,34,Площадь Ленина
576,HOME НЕДВИЖИМОСТЬ,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/294939569/,Новосибирск,rent,flat,6,25,1,39.0,1153,45000,0,Октябрьский, Кирова,11,Октябрьская
577,HOME НЕДВИЖИМОСТЬ,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/294941060/,Новосибирск,rent,flat,8,17,1,59.0,762,45000,0,Центральный, Сибревкома,7/1,Октябрьская
578,ID 460508,realtor,https://novosibirsk.cian.ru/rent/flat/294746940/,Новосибирск,rent,flat,9,16,3,90.0,888,80000,0,Октябрьский, Кирова,46,Октябрьская
579,Андрей Каравайцев,realtor,https://novosibirsk.cian.ru/rent/flat/294970643/,Новосибирск,rent,flat,2,4,2,44.0,795,35000,0,Советский, Героев Труда,13,Речной вокзал
580,ID 109647893,homeowner,https://novosibirsk.cian.ru/rent/flat/294739021/,Новосибирск,rent,flat,14,26,2,45.0,888,40000,0,Октябрьский,Гурьевская ,177/1,Золотая Нива
581,Агент 54,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/294892408/,Новосибирск,rent,flat,12,17,2,80.0,937,75000,0,Центральный, Сибревкома,7/1,Октябрьская
582,Этажи Новосибирск,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/294846209/,Новосибирск,rent,flat,8,9,3,70.0,671,47000,0,Железнодорожный, Вокзальная магистраль,3,
583,ID 460508,realtor,https://novosibirsk.cian.ru/rent/flat/294747219/,Новосибирск,rent,flat,2,7,4,125.0,1200,150000,0,Железнодорожный, Урицкого,6,Площадь Ленина
584,Этажи Новосибирск,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/294752868/,Новосибирск,rent,flat,4,12,1,35.0,857,30000,0,Калининский,Танковая ,30,
585,Владис Центральное,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/294865706/,Новосибирск,rent,flat,2,14,2,50.0,600,30000,0,Дзержинский, Николая Островского,195/2,Березовая Роща
586,Этажи Новосибирск,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/294944134/,Новосибирск,rent,flat,11,25,1,40.0,875,35000,0,Заельцовский,Северная ,13,
587,ID 39482381,realtor,https://novosibirsk.cian.ru/rent/flat/294981402/,Новосибирск,rent,flat,5,5,2,80.0,1000,80000,0,Железнодорожный,Советская ,35,Площадь Ленина
588,Этажи Новосибирск,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/294889600/,Новосибирск,rent,flat,14,17,2,64.0,781,50000,0,Заельцовский,Овражная ,12,
589,Сибриэлт,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/291447960/,Новосибирск,rent,flat,3,5,2,52.0,865,45000,0,Центральный, Чаплыгина,48,Площадь Ленина
590,Сфера,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/294944374/,Новосибирск,rent,flat,1,3,3,55.0,454,25000,0,Октябрьский, Гусинобродский Тракт,21,Золотая Нива
591,1Е,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/294984399/,Новосибирск,rent,flat,3,9,2,47.0,2127,100000,0,Заельцовский, Михаила Перевозчикова,4,Заельцовская
592,ЖИЛФОНД,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/294938253/,Новосибирск,rent,flat,2,18,2,46.0,695,32000,0,Ленинский,,8А,Студенческая
593,НИАН,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/294432682/,Новосибирск,rent,flat,6,9,2,44.0,795,35000,0,Железнодорожный,Железнодорожная ,2,Площадь Гарина-Михайловского
594,ID 100650830,homeowner,https://novosibirsk.cian.ru/rent/flat/294942663/,Новосибирск,rent,flat,6,9,3,58.4,479,28000,0,Кировский, Зорге,74,
595,Абордаж Аренда,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/284733371/,Новосибирск,rent,flat,10,14,2,42.0,952,40000,0,Заельцовский, Лобачевского,73,
596,Интеграл,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/294241182/,Новосибирск,rent,flat,15,24,1,41.0,731,30000,0,Кировский,Тульская ,76,Студенческая
597,БК НЕДВИЖИМОСТЬ,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/294638690/,Новосибирск,rent,flat,5,17,3,121.0,661,80000,0,Центральный, Романова,39,Площадь Ленина
598,Юнион Трейд,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/294605541/,Новосибирск,rent,flat,2,5,1,29.7,875,26000,0,Ленинский, Титова,15,
599,Любовь Никитина,realtor,https://novosibirsk.cian.ru/rent/flat/290460094/,Новосибирск,rent,flat,10,11,4,100.0,400,40000,0,Центральный,Серебренниковская ,4/1,Октябрьская
600,ID 344937,unknown,https://novosibirsk.cian.ru/rent/flat/294750634/,Новосибирск,rent,flat,7,27,3,91.0,758,69000,0,Октябрьский, Лескова,23,Октябрьская
601,Сибирский центр недвижимости и права,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/294157083/,Новосибирск,rent,flat,5,9,2,46.0,630,29000,0,Калининский, Кропоткина,130/1,Маршала Покрышкина
602,Сергей Уртамов,realtor,https://novosibirsk.cian.ru/rent/flat/293112551/,Новосибирск,rent,flat,7,9,3,77.0,1037,79900,0,Октябрьский,Большевистская ,94,Речной вокзал
603,Сергей Уртамов,realtor,https://novosibirsk.cian.ru/rent/flat/293114763/,Новосибирск,rent,flat,6,8,3,67.0,1192,79900,0,Октябрьский, Владимира Заровного,26,Речной вокзал
604,Абордаж Аренда,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/291862039/,Новосибирск,rent,flat,1,5,4,62.0,967,60000,0,Кировский, Ватутина,65,Площадь Маркса
605,Сергей  Санников,realtor,https://novosibirsk.cian.ru/rent/flat/289502045/,Новосибирск,rent,flat,6,12,2,75.0,1066,80000,0,Заельцовский,Охотская ,88/4,Заельцовская
606,ID 71044698,real_estate_agent,https://novosibirsk.cian.ru/rent/flat/294978937/,Новосибирск,rent,flat,7,8,2,75.0,506,38000,0,Ленинский,переулок 3-й Крашенинникова,7,
607,ID 102959761,homeowner,https://novosibirsk.cian.ru/rent/flat/293634223/,Новосибирск,rent,flat,3,12,1,40.0,1200,48000,0,Заельцовский, Кропоткина,116/1,Гагаринская
