,author,author_type,link,city,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_m2,price_per_month,commissions,district,street,house_number,underground
672,МОСКВА СИТИ,real_estate_agent,https://www.cian.ru/rent/flat/280588943/,Москва,rent,flat,61,78,2,88.0,3011,265000,0,Пресненский,1-й Красногвардейский проезд,22с2,Выставочная
673,МОСКВА СИТИ,real_estate_agent,https://www.cian.ru/rent/flat/279782028/,Москва,rent,flat,49,78,2,77.0,2987,230000,0,Пресненский,1-й Красногвардейский проезд,22с2,Выставочная
674,Point Estate Город,real_estate_agent,https://www.cian.ru/rent/flat/294163176/,Москва,rent,flat,30,44,3,193.0,1295,250000,0,Фили-Давыдково,Давыдковская ,3,Славянский бульвар
675,Chase R.E.S.,real_estate_agent,https://www.cian.ru/rent/flat/293976856/,Москва,rent,flat,3,6,3,142.0,1760,250000,0,Покровское-Стрешнево,Береговая ,4К2,Тушинская
676,МОСКВА СИТИ,real_estate_agent,https://www.cian.ru/rent/flat/279474789/,Москва,rent,flat,30,78,2,77.4,3100,240000,0,Пресненский,1-й Красногвардейский проезд,22с2,Выставочная
677,Chase R.E.S.,real_estate_agent,https://www.cian.ru/rent/flat/293998949/,Москва,rent,flat,9,15,1,34.0,2500,85000,0,Хорошевский, Викторенко,11,Аэропорт
678,VISTA Real Estate,real_estate_agent,https://www.cian.ru/rent/flat/294645990/,Москва,rent,flat,4,13,4,160.0,2000,320000,0,Арбат,Малый Каковинский переулок,8,Смоленская
679,МОСКВА СИТИ,real_estate_agent,https://www.cian.ru/rent/flat/282632104/,Москва,rent,flat,42,78,3,135.0,3333,450000,0,Пресненский,1-й Красногвардейский проезд,22с2,Тестовская
680,Ashtons International Realty,real_estate_agent,https://www.cian.ru/rent/flat/212307416/,Москва,rent,flat,3,5,4,140.0,1785,250000,0,Мещанский,Варсонофьевский переулок,6,Кузнецкий мост
681,МОСКВА СИТИ,real_estate_agent,https://www.cian.ru/rent/flat/279777653/,Москва,rent,flat,30,78,2,83.0,3012,250000,0,Пресненский,1-й Красногвардейский проезд,22с2,Выставочная
682,Chase R.E.S.,real_estate_agent,https://www.cian.ru/rent/flat/287666031/,Москва,rent,flat,3,7,4,186.0,1612,300000,0,Тверской,3-я Тверская-Ямская ,25,Маяковская
683,Point Estate Город,real_estate_agent,https://www.cian.ru/rent/flat/294212697/,Москва,rent,flat,8,11,4,200.0,1150,230000,0,Крылатское, Крылатские Холмы,47,Крылатское
684,Chase R.E.S.,real_estate_agent,https://www.cian.ru/rent/flat/293908708/,Москва,rent,flat,10,13,4,194.0,3865,750000,0,Замоскворечье,Мытная ,7с1,Серпуховская
685,Chase R.E.S.,real_estate_agent,https://www.cian.ru/rent/flat/293908678/,Москва,rent,flat,6,20,3,120.0,1166,140000,0,Кунцево, Маршала Тимошенко,17К2,Молодёжная
686,BARNES International Realty,real_estate_agent,https://www.cian.ru/rent/flat/293612716/,Москва,rent,flat,2,6,3,140.0,1428,200000,0,Замоскворечье,Голиковский переулок,5,Третьяковская
687,Капиталъ-Недвижимость,real_estate_agent,https://www.cian.ru/rent/flat/285911329/,Москва,rent,flat,3,3,2,120.0,2083,250000,0,Якиманка,3-й Кадашевский переулок,7-9С1,Третьяковская
688,Penny Lane Realty,real_estate_agent,https://www.cian.ru/rent/flat/291019916/,Москва,rent,flat,13,39,3,111.0,2252,250000,0,Раменки,Минская ,2,Минская
689,Trust Realty,real_estate_agent,https://www.cian.ru/rent/flat/292240642/,Москва,rent,flat,3,10,3,126.0,2222,280000,0,Якиманка, Малая Полянка,2,Полянка
690,Chase R.E.S.,real_estate_agent,https://www.cian.ru/rent/flat/290579557/,Москва,rent,flat,22,55,3,130.0,2384,310000,0,Раменки,Мосфильмовская ,8,Минская
691,Point Estate Город,real_estate_agent,https://www.cian.ru/rent/flat/294913858/,Москва,rent,flat,2,18,3,120.0,2000,240000,0,Раменки,Ломоносовский проспект,25к5,Университет
692,Apple Real Estate,real_estate_agent,https://www.cian.ru/rent/flat/285908460/,Москва,rent,flat,25,47,4,213.0,1877,400000,0,Хорошевский,Чапаевский переулок,3,Сокол
693,Point Estate Город,real_estate_agent,https://www.cian.ru/rent/flat/291639731/,Москва,rent,flat,13,16,4,177.0,1525,270000,0,Филевский парк,Кастанаевская ,13,Филёвский парк
694,Point Estate Город,real_estate_agent,https://www.cian.ru/rent/flat/282832222/,Москва,rent,flat,4,6,4,205.0,2439,500000,0,Арбат,переулок Плотников,21С1,Смоленская
695,Trust Realty,real_estate_agent,https://www.cian.ru/rent/flat/292420944/,Москва,rent,flat,2,6,4,161.0,1490,240000,0,Басманный, Чаплыгина,1АС1,Чистые пруды
696,БРАЙТХОУМ,real_estate_agent,https://www.cian.ru/rent/flat/294733285/,Москва,rent,flat,5,9,4,231.0,1948,450000,0,Арбат,Филипповский переулок,8С1,Кропоткинская
697,Apple Real Estate,real_estate_agent,https://www.cian.ru/rent/flat/287783339/,Москва,rent,flat,11,14,3,127.0,1574,200000,0,Мещанский,Протопоповский переулок,17С3,Проспект Мира
698,Chase R.E.S.,real_estate_agent,https://www.cian.ru/rent/flat/294311453/,Москва,rent,flat,31,44,3,195.0,1282,250000,0,Фили-Давыдково,Давыдковская ,3,Славянский бульвар
699,Chase R.E.S.,real_estate_agent,https://www.cian.ru/rent/flat/280002853/,Москва,rent,flat,20,24,3,160.0,1437,230000,0,Покровское-Стрешнево,Иваньковское шоссе,5,Сокол
700,БРАЙТХОУМ,real_estate_agent,https://www.cian.ru/rent/flat/294961402/,Москва,rent,flat,3,10,3,120.0,2333,280000,0,Якиманка, Малая Полянка,2,Полянка
701,Delight  Realty,real_estate_agent,https://www.cian.ru/rent/flat/293656392/,Москва,rent,flat,23,53,3,150.0,1866,280000,0,Раменки,Мосфильмовская ,8,
702,Apple Real Estate,real_estate_agent,https://www.cian.ru/rent/flat/292041634/,Москва,rent,flat,22,47,3,130.0,2461,320000,0,Раменки,Мосфильмовская ,8,Ломоносовский проспект
703,Apple Real Estate,real_estate_agent,https://www.cian.ru/rent/flat/292591452/,Москва,rent,flat,13,13,2,100.0,3300,330000,0,Пресненский,Большая Садовая ,5к1,Маяковская
704,SKOLKOVO НЕДВИЖИМОСТЬ,real_estate_agent,https://www.cian.ru/rent/flat/294259754/,Москва,rent,flat,43,75,2,90.5,3646,330000,0,Пресненский,1-й Красногвардейский проезд,15,Деловой центр
705,SKOLKOVO НЕДВИЖИМОСТЬ,real_estate_agent,https://www.cian.ru/rent/flat/294259756/,Москва,rent,flat,45,75,2,95.1,3575,340000,0,Пресненский,1-й Красногвардейский проезд,15,Деловой центр
706,SKOLKOVO НЕДВИЖИМОСТЬ,real_estate_agent,https://www.cian.ru/rent/flat/294259758/,Москва,rent,flat,43,75,2,97.9,3472,340000,0,Пресненский,1-й Красногвардейский проезд,15,Выставочная
707,Trust Realty,real_estate_agent,https://www.cian.ru/rent/flat/294429893/,Москва,rent,flat,37,38,4,260.0,1346,350000,0,Хорошевский,Хорошевское шоссе,16к1,Беговая
708,Apple Real Estate,real_estate_agent,https://www.cian.ru/rent/flat/295048951/,Москва,rent,flat,8,22,3,112.0,3125,350000,0,Хорошево-Мневники,Живописная ,21А,Щукинская
709,Apple Real Estate,real_estate_agent,https://www.cian.ru/rent/flat/294218254/,Москва,rent,flat,5,8,4,150.0,2333,350000,0,Пресненский,Малый Козихинский переулок,14,Тверская
710,Delight  Realty,real_estate_agent,https://www.cian.ru/rent/flat/294917135/,Москва,rent,flat,17,23,4,156.0,2243,350000,0,Очаково-Матвеевское,Староволынская ,12к3,Славянский бульвар
711,Apple Real Estate,real_estate_agent,https://www.cian.ru/rent/flat/294992484/,Москва,rent,flat,2,8,2,105.0,3333,350000,0,Пресненский,переулок Брюсов,2/14С2,Охотный ряд
712,KOVCHEG,real_estate_agent,https://www.cian.ru/rent/flat/295067731/,Москва,rent,flat,3,5,1,20.0,1500,30000,0,Соколиная гора, Буракова,1К2,Сортировочная
713,The IMPERIUM,real_estate_agent,https://www.cian.ru/rent/flat/294977091/,Москва,rent,flat,7,10,2,40.0,750,30000,0,,проспект Новосередневский,19,Аэропорт Внуково
714,KOVCHEG,real_estate_agent,https://www.cian.ru/rent/flat/295055215/,Москва,rent,flat,8,17,1,45.0,777,35000,0,Левобережный,Ленинградское шоссе,128,Беломорская
715,KOVCHEG,real_estate_agent,https://www.cian.ru/rent/flat/294816226/,Москва,rent,flat,4,5,1,20.0,1750,35000,0,Головинский,Автомоторная ,4АС21,Лихоборы
716,KOVCHEG,real_estate_agent,https://www.cian.ru/rent/flat/294968257/,Москва,rent,flat,7,16,1,40.0,875,35000,0,Южное Медведково,Ясный проезд,14К1,Свиблово
717,KOVCHEG,real_estate_agent,https://www.cian.ru/rent/flat/294495433/,Москва,rent,flat,2,9,1,33.0,1060,35000,0,Вешняки,Реутовская ,22К2,Выхино
718,KOVCHEG,real_estate_agent,https://www.cian.ru/rent/flat/295063625/,Москва,rent,flat,3,5,1,35.0,1142,40000,0,Кузьминки,Зеленодольская ,13К1,Кузьминки
719,KOVCHEG,real_estate_agent,https://www.cian.ru/rent/flat/295044687/,Москва,rent,flat,9,12,1,35.0,1142,40000,0,Лосиноостровский,1-я Напрудная ,11,Бабушкинская
720,KOVCHEG,real_estate_agent,https://www.cian.ru/rent/flat/294968885/,Москва,rent,flat,4,14,1,35.0,1142,40000,0,Южное Тушино,проезд Донелайтиса,12К1,Сходненская
721,Виктор Фатеев,realtor,https://www.cian.ru/rent/flat/295023200/,Москва,rent,flat,5,17,1,38.0,1052,40000,0,Марьино,Марьинский бульвар,11,Братиславская
722,KOVCHEG,real_estate_agent,https://www.cian.ru/rent/flat/294966851/,Москва,rent,flat,8,17,1,32.0,1312,42000,0,Некрасовка, Вертолетчиков,4к8,Некрасовка
723,ПАРТНЕР,real_estate_agent,https://www.cian.ru/rent/flat/294969750/,Москва,rent,flat,4,5,2,44.0,954,42000,0,Царицыно,Кантемировская ,11,Кантемировская
724,KOVCHEG,real_estate_agent,https://www.cian.ru/rent/flat/295013973/,Москва,rent,flat,13,25,1,40.0,1075,43000,0,Марьино, Перерва,57,Люблино
725,KOVCHEG,real_estate_agent,https://www.cian.ru/rent/flat/295060316/,Москва,rent,flat,10,17,1,40.0,1125,45000,0,Перово, Плеханова,18,Перово
726,KOVCHEG,real_estate_agent,https://www.cian.ru/rent/flat/293893468/,Москва,rent,flat,25,25,1,25.0,1800,45000,0,Бабушкинский,Кольская ,8к2,Свиблово
727,KOVCHEG,real_estate_agent,https://www.cian.ru/rent/flat/294784169/,Москва,rent,flat,2,9,1,35.0,1285,45000,0,Чертаново Южное,Чертановская ,58К2,Улица Академика Янгеля
728,KOVCHEG,real_estate_agent,https://www.cian.ru/rent/flat/295048752/,Москва,rent,flat,1,5,1,35.0,1285,45000,0,Богородское,бульвар Маршала Рокоссовского,23,Бульвар Рокоссовского
729,KOVCHEG,real_estate_agent,https://www.cian.ru/rent/flat/295000807/,Москва,rent,flat,14,27,1,22.0,2045,45000,0,Гольяново,Амурская ,1Ак2,Локомотив
730,KOVCHEG,real_estate_agent,https://www.cian.ru/rent/flat/294493878/,Москва,rent,flat,5,9,2,52.0,923,48000,0,Южное Тушино,бульвар Яна Райниса,19К2,Сходненская
731,Александр Смирнов,realtor,https://www.cian.ru/rent/flat/294881454/,Москва,rent,flat,4,12,1,44.6,1076,48000,0,Куркино,Родионовская ,10к1,Планерная
732,KOVCHEG,real_estate_agent,https://www.cian.ru/rent/flat/294989624/,Москва,rent,flat,22,33,1,25.0,1920,48000,0,Нижегородский,Перовское шоссе,2к3,Нижегородская
733,KOVCHEG,real_estate_agent,https://www.cian.ru/rent/flat/295067493/,Москва,rent,flat,5,12,2,53.0,943,50000,0,Люблино, Головачева,3К3,Люблино
734,KOVCHEG,real_estate_agent,https://www.cian.ru/rent/flat/294969455/,Москва,rent,flat,12,33,1,30.0,1666,50000,0,Рязанский, Михайлова,30Ак6,Окская
735,KOVCHEG,real_estate_agent,https://www.cian.ru/rent/flat/295049372/,Москва,rent,flat,9,24,1,20.0,2500,50000,0,Тропарево-Никулино,Ленинский проспект,158,Юго-Западная
736,The IMPERIUM,real_estate_agent,https://www.cian.ru/rent/flat/294994539/,Москва,rent,flat,8,17,2,50.0,1000,50000,0,, Александры Монаховой,87к5,Бунинская аллея
737,KOVCHEG,real_estate_agent,https://www.cian.ru/rent/flat/294369040/,Москва,rent,flat,9,17,2,61.0,819,50000,0,Братеево, Борисовские Пруды,14К4,Борисово
738,KOVCHEG,real_estate_agent,https://www.cian.ru/rent/flat/294963873/,Москва,rent,flat,1,9,3,51.0,980,50000,0,Люблино,Краснодонская ,6,Волжская
739,KOVCHEG,real_estate_agent,https://www.cian.ru/rent/flat/294970126/,Москва,rent,flat,3,25,2,59.0,847,50000,0,Отрадное,Высоковольтный проезд,1к8,Отрадное
740,KOVCHEG,real_estate_agent,https://www.cian.ru/rent/flat/295001725/,Москва,rent,flat,3,12,1,40.0,1250,50000,0,Рязанский,Окская ,48/2,Окская
741,KOVCHEG,real_estate_agent,https://www.cian.ru/rent/flat/295001420/,Москва,rent,flat,9,14,1,40.0,1250,50000,0,Котловка,Нагорная ,23К2,Нагорная
742,The IMPERIUM,real_estate_agent,https://www.cian.ru/rent/flat/295000231/,Москва,rent,flat,5,9,2,38.0,1315,50000,0,Можайский,Можайское шоссе,44,Сетунь
743,The IMPERIUM,real_estate_agent,https://www.cian.ru/rent/flat/295030536/,Москва,rent,flat,8,25,2,35.0,1571,55000,0,Кунцево,№ 100 кв-л,1к2,Павшино
744,KOVCHEG,real_estate_agent,https://www.cian.ru/rent/flat/295066458/,Москва,rent,flat,6,11,1,30.0,1833,55000,0,Нагорный,Электролитный проезд,5Б,Нагорная
745,KOVCHEG,real_estate_agent,https://www.cian.ru/rent/flat/295059828/,Москва,rent,flat,21,22,3,80.0,687,55000,0,Бибирево,Алтуфьевское шоссе,86,Алтуфьево
746,KOVCHEG,real_estate_agent,https://www.cian.ru/rent/flat/294737232/,Москва,rent,flat,7,12,2,65.0,846,55000,0,Бибирево,Белозерская ,23,Бибирево
747,KOVCHEG,real_estate_agent,https://www.cian.ru/rent/flat/295048265/,Москва,rent,flat,7,9,1,27.0,2037,55000,0,Нагорный,Нахимовский проспект,4,Нахимовский проспект
748,KOVCHEG,real_estate_agent,https://www.cian.ru/rent/flat/294865229/,Москва,rent,flat,2,16,2,55.0,1000,55000,0,Выхино-Жулебино,Ташкентская ,25К3,Юго-Восточная
749,The IMPERIUM,real_estate_agent,https://www.cian.ru/rent/flat/295010090/,Москва,rent,flat,4,5,2,47.0,1170,55000,0,Проспект Вернадского, Коштоянца,39,Проспект Вернадского
750,The IMPERIUM,real_estate_agent,https://www.cian.ru/rent/flat/294992823/,Москва,rent,flat,9,17,2,64.0,859,55000,0,Некрасовка, Недорубова,25,Некрасовка
751,KOVCHEG,real_estate_agent,https://www.cian.ru/rent/flat/295061642/,Москва,rent,flat,3,24,2,60.0,1000,60000,0,Митино,Муравская ,44к2,Пятницкое шоссе
752,The IMPERIUM,real_estate_agent,https://www.cian.ru/rent/flat/294748408/,Москва,rent,flat,5,17,2,65.0,923,60000,0,Северное Измайлово,15-я Парковая ,41К2,Щёлковская
753,The IMPERIUM,real_estate_agent,https://www.cian.ru/rent/flat/294901672/,Москва,rent,flat,13,22,2,38.0,1578,60000,0,, Родниковая,30к3,Саларьево
754,The IMPERIUM,real_estate_agent,https://www.cian.ru/rent/flat/295008121/,Москва,rent,flat,8,17,3,58.0,1034,60000,0,,бульвар Скандинавский,2к2,Коммунарка
755,The IMPERIUM,real_estate_agent,https://www.cian.ru/rent/flat/295073376/,Москва,rent,flat,17,21,2,60.0,1083,65000,0,Некрасовка,Рождественская ,31,Некрасовка
756,The IMPERIUM,real_estate_agent,https://www.cian.ru/rent/flat/294961474/,Москва,rent,flat,2,16,1,40.0,1625,65000,0,Пресненский, Антонова-Овсеенко,4,Деловой центр
757,The IMPERIUM,real_estate_agent,https://www.cian.ru/rent/flat/294988670/,Москва,rent,flat,11,17,3,90.0,722,65000,0,Некрасовка, Липчанского,9,Некрасовка
758,KOVCHEG,real_estate_agent,https://www.cian.ru/rent/flat/294966263/,Москва,rent,flat,13,21,1,30.0,2166,65000,0,Хорошево-Мневники,3-я Хорошевская ,17А,Народное Ополчение
759,The IMPERIUM,real_estate_agent,https://www.cian.ru/rent/flat/294801253/,Москва,rent,flat,3,23,2,55.0,1218,67000,0,Измайлово,Сиреневый бульвар,4/1,Локомотив
760,The IMPERIUM,real_estate_agent,https://www.cian.ru/rent/flat/294995640/,Москва,rent,flat,3,5,2,46.0,1478,68000,0,Преображенское,Большая Черкизовская ,8К2,Преображенская площадь
761,The IMPERIUM,real_estate_agent,https://www.cian.ru/rent/flat/294944718/,Москва,rent,flat,13,16,1,52.0,1326,69000,0,Печатники, Гурьянова,4К1,Печатники
762,KOVCHEG,real_estate_agent,https://www.cian.ru/rent/flat/295046478/,Москва,rent,flat,19,22,1,26.0,2692,70000,0,Хорошево-Мневники,3-я Хорошевская ,23к1,Зорге
763,The IMPERIUM,real_estate_agent,https://www.cian.ru/rent/flat/294734836/,Москва,rent,flat,2,3,2,70.0,1000,70000,0,Лианозово, Леваневского,23С4,Лианозово
764,The IMPERIUM,real_estate_agent,https://www.cian.ru/rent/flat/294860867/,Москва,rent,flat,3,5,2,45.0,1555,70000,0,Сокольники, Стромынка,15,Сокольники
765,The IMPERIUM,real_estate_agent,https://www.cian.ru/rent/flat/294864288/,Москва,rent,flat,5,11,2,64.0,1093,70000,0,,бульвар Андрея Тарковского,9к1,Рассказовка
766,KOVCHEG,real_estate_agent,https://www.cian.ru/rent/flat/294733229/,Москва,rent,flat,1,8,2,45.0,1555,70000,0,Останкинский, Годовикова,1К1,Алексеевская
767,KOVCHEG,real_estate_agent,https://www.cian.ru/rent/flat/294309156/,Москва,rent,flat,2,19,2,80.0,875,70000,0,Бутырский, Милашенкова,3К2,Фонвизинская
768,KOVCHEG,real_estate_agent,https://www.cian.ru/rent/flat/294999026/,Москва,rent,flat,1,4,2,55.0,1272,70000,0,Коптево,3-й Новомихалковский проезд,16,Коптево
769,ЦАН,real_estate_agent,https://www.cian.ru/rent/flat/295056143/,Москва,rent,flat,1,8,1,54.0,1388,75000,0,Хамовники,переулок Плотников,13,Смоленская
770,KOVCHEG,real_estate_agent,https://www.cian.ru/rent/flat/295061094/,Москва,rent,flat,10,14,1,40.0,1875,75000,0,Пресненский,Шелепихинское шоссе,13С3,Шелепиха
771,The IMPERIUM,real_estate_agent,https://www.cian.ru/rent/flat/294727120/,Москва,rent,flat,4,11,1,41.0,1829,75000,0,Тверской,Новосущевская ,12,Достоевская
772,The IMPERIUM,real_estate_agent,https://www.cian.ru/rent/flat/294997036/,Москва,rent,flat,1,5,2,42.0,1785,75000,0,Пресненский,Васильевская ,3,Белорусская
773,The IMPERIUM,real_estate_agent,https://www.cian.ru/rent/flat/294809619/,Москва,rent,flat,4,18,2,52.0,1538,80000,0,Останкинский,Березовая аллея,19к1,Ботанический сад
774,The IMPERIUM,real_estate_agent,https://www.cian.ru/rent/flat/294798453/,Москва,rent,flat,9,37,1,37.0,2297,85000,0,Хорошево-Мневники,Шелепихинская набережная,34к1,Шелепиха
775,formula estate,real_estate_agent,https://www.cian.ru/rent/flat/294926798/,Москва,rent,flat,6,17,2,70.0,1285,90000,0,Бирюлево Восточное,6-я Радиальная ,5к4,Царицыно
776,The IMPERIUM,real_estate_agent,https://www.cian.ru/rent/flat/294205772/,Москва,rent,flat,8,22,2,40.0,2250,90000,0,Хорошевский,1-я Магистральная ,25,Полежаевская
777,Славянский Двор Остоженка,real_estate_agent,https://www.cian.ru/rent/flat/294171707/,Москва,rent,flat,2,6,2,55.0,1818,100000,0,Басманный, Солянка,1/2С2,Китай-город
778,The IMPERIUM,real_estate_agent,https://www.cian.ru/rent/flat/294945432/,Москва,rent,flat,3,9,3,80.0,1375,110000,0,Дорогомилово,Бережковская набережная,12,Киевская
779,Ashtons International Realty,real_estate_agent,https://www.cian.ru/rent/flat/294441822/,Москва,rent,flat,11,14,2,50.0,2200,110000,0,Арбат,Новинский бульвар,15,Смоленская
780,ID 12802682,unknown,https://www.cian.ru/rent/flat/294629342/,Москва,rent,flat,2,28,2,50.0,2600,130000,0,Лефортово,проезд Невельского,1к4,Авиамоторная
781,Иван Шахин,realtor,https://www.cian.ru/rent/flat/293027136/,Москва,rent,flat,15,51,1,40.39,3218,130000,0,Пресненский,Шмитовский проезд,39к1,Шелепиха
782,The IMPERIUM,real_estate_agent,https://www.cian.ru/rent/flat/294418329/,Москва,rent,flat,4,18,2,70.0,2000,140000,0,Нагатинский затон, Корабельная,5А,Нагатинский Затон
783,ЦАН,real_estate_agent,https://www.cian.ru/rent/flat/294768181/,Москва,rent,flat,18,30,3,125.0,1160,145000,0,Раменки, Улофа Пальме,1,Минская
784,Kalinka Group,real_estate_agent,https://www.cian.ru/rent/flat/294991765/,Москва,rent,flat,2,4,2,45.0,3333,150000,0,Замоскворечье,Озерковская набережная,6,Новокузнецкая
785,БРАЙТХОУМ,real_estate_agent,https://www.cian.ru/rent/flat/293740341/,Москва,rent,flat,27,35,3,132.0,1212,160000,0,Крылатское, Крылатские Холмы,33к1,Крылатское
786,Apple Real Estate,real_estate_agent,https://www.cian.ru/rent/flat/294905111/,Москва,rent,flat,17,22,4,162.0,1172,190000,0,Проспект Вернадского, Удальцова,69,Проспект Вернадского
787,Delight  Realty,real_estate_agent,https://www.cian.ru/rent/flat/293753234/,Москва,rent,flat,7,26,3,120.0,1625,195000,0,Черемушки,Профсоюзная ,41,Новые Черёмушки
788,Trust Realty,real_estate_agent,https://www.cian.ru/rent/flat/295018169/,Москва,rent,flat,3,8,3,144.0,1388,200000,0,Тверской,Весковский переулок,3,Новослободская
789,Trust Realty,real_estate_agent,https://www.cian.ru/rent/flat/287409248/,Москва,rent,flat,7,10,3,100.0,2200,220000,0,Басманный,Лубянский проезд,17,Китай-город
790,Apple Real Estate,real_estate_agent,https://www.cian.ru/rent/flat/293083920/,Москва,rent,flat,2,57,2,110.0,2000,220000,0,Хорошевский,Чапаевский переулок,3,Аэропорт
791,Trust Realty,real_estate_agent,https://www.cian.ru/rent/flat/292086016/,Москва,rent,flat,3,4,3,136.0,1691,230000,0,Хамовники,Сеченовский переулок,5,Парк Культуры
792,Корона,real_estate_agent,https://www.cian.ru/rent/flat/243764589/,Москва,rent,flat,16,25,4,156.0,1474,230000,0,Можайский,Можайское шоссе,2,Кунцевская
793,Стоун Бридж эстейт,real_estate_agent,https://www.cian.ru/rent/flat/293369337/,Москва,rent,flat,8,43,4,220.0,1090,240000,0,Фили-Давыдково,Давыдковская ,3,Славянский бульвар
794,Trust Realty,real_estate_agent,https://www.cian.ru/rent/flat/294923623/,Москва,rent,flat,7,8,4,160.0,1562,250000,0,Замоскворечье,Руновский переулок,12,Новокузнецкая
795,Ashtons International Realty,real_estate_agent,https://www.cian.ru/rent/flat/294197985/,Москва,rent,flat,5,6,4,140.0,1785,250000,0,Басманный, Покровка,11,Чистые пруды
796,Delight  Realty,real_estate_agent,https://www.cian.ru/rent/flat/292904192/,Москва,rent,flat,3,6,3,107.0,2336,250000,0,Арбат,Малый Каковинский переулок,3,Смоленская
797,Славянский Двор Остоженка,real_estate_agent,https://www.cian.ru/rent/flat/293042759/,Москва,rent,flat,4,6,3,145.0,1931,280000,0,Хамовники,1-й Зачатьевский переулок,6С1,Кропоткинская
798,Delight  Realty,real_estate_agent,https://www.cian.ru/rent/flat/293502410/,Москва,rent,flat,4,17,4,210.0,1380,290000,0,Раменки,Мичуринский проспект,6к2,
799,Apple Real Estate,real_estate_agent,https://www.cian.ru/rent/flat/292813792/,Москва,rent,flat,4,4,4,156.0,1923,300000,0,Мещанский,Варсонофьевский переулок,8С1,Кузнецкий мост
800,Apple Real Estate,real_estate_agent,https://www.cian.ru/rent/flat/241920984/,Москва,rent,flat,3,9,4,176.0,1704,300000,0,Тверской,3-я Тверская-Ямская ,25,Маяковская
801,City View,real_estate_agent,https://www.cian.ru/rent/flat/293655075/,Москва,rent,flat,70,97,2,130.0,2307,300000,0,Пресненский,набережная Пресненская,12,Деловой центр
802,Monumental Group,real_estate_agent,https://www.cian.ru/rent/flat/292976664/,Москва,rent,flat,2,4,3,133.9,2240,300000,0,Арбат, Малая Молчановка,6,Арбатская
803,Trust Realty,real_estate_agent,https://www.cian.ru/rent/flat/294912704/,Москва,rent,flat,6,6,4,165.0,2121,350000,0,Хамовники, Знаменка,15,Арбатская
804,Apple Real Estate,real_estate_agent,https://www.cian.ru/rent/flat/290014010/,Москва,rent,flat,9,10,4,135.0,2592,350000,0,Арбат,Новинский бульвар,18С1,Смоленская
805,Apple Real Estate,real_estate_agent,https://www.cian.ru/rent/flat/289285703/,Москва,rent,flat,23,50,4,200.0,1900,380000,0,Хорошевский,Чапаевский переулок,3,Сокол
806,Apple Real Estate,real_estate_agent,https://www.cian.ru/rent/flat/289285709/,Москва,rent,flat,9,10,4,160.0,2500,400000,0,Тверской,Страстной бульвар,10к1,Пушкинская
807,Apple Real Estate,real_estate_agent,https://www.cian.ru/rent/flat/292526215/,Москва,rent,flat,12,13,4,180.0,2222,400000,0,Арбат,1-й Смоленский переулок,17,Смоленская
808,Point Estate Город,real_estate_agent,https://www.cian.ru/rent/flat/293268554/,Москва,rent,flat,6,10,4,132.0,3409,450000,0,Тверской,Большая Грузинская ,69,Белорусская
809,City View,real_estate_agent,https://www.cian.ru/rent/flat/293655415/,Москва,rent,flat,65,97,3,220.0,2045,450000,0,Пресненский,набережная Пресненская,12,Деловой центр
810,Apple Real Estate,real_estate_agent,https://www.cian.ru/rent/flat/289284242/,Москва,rent,flat,5,7,3,260.0,2307,600000,0,Тверской,3-я Тверская-Ямская ,25,Маяковская
811,Ольга Сосновская,realtor,https://www.cian.ru/rent/flat/285074452/,Москва,rent,flat,4,6,3,100.0,8500,850000,0,Замоскворечье,Садовническая набережная,7,Новокузнецкая
812,Kalinka Group,real_estate_agent,https://www.cian.ru/rent/flat/160472792/,Москва,rent,flat,2,7,3,180.0,5555,1000000,0,Хамовники,1-й Зачатьевский переулок,8с1,Кропоткинская
813,Стоун Бридж эстейт,real_estate_agent,https://www.cian.ru/rent/flat/294602698/,Москва,rent,flat,3,5,3,265.0,4528,1200000,0,Арбат,Борисоглебский переулок,13С3,Арбатская
814,NF Group - ex-Knight Frank Russia,real_estate_agent,https://www.cian.ru/rent/flat/287868848/,Москва,rent,flat,8,12,4,250.0,5800,1450000,0,Хамовники,2-я Фрунзенская ,8,Фрунзенская
815,YU HOME,real_estate_agent,https://www.cian.ru/rent/flat/294002966/,Москва,rent,flat,9,14,1,40.0,800,32000,0,,шоссе Остафьевское,12к1,Щербинка
816,YU HOME,real_estate_agent,https://www.cian.ru/rent/flat/294108717/,Москва,rent,flat,3,17,1,36.0,1388,50000,0,Рязанский,2-й Грайвороновский проезд,42к1,Стахановская
817,ЦАН,real_estate_agent,https://www.cian.ru/rent/flat/294998136/,Москва,rent,flat,3,22,1,25.0,2120,53000,0,Покровское-Стрешнево,Волоколамское шоссе,71/22к1,Спартак
818,KOVCHEG,real_estate_agent,https://www.cian.ru/rent/flat/295001202/,Москва,rent,flat,2,25,2,60.0,1083,65000,0,Очаково-Матвеевское,Большая Очаковская ,5,Аминьевская
819,СТОЛИЦА Департамент недвижимости,real_estate_agent,https://www.cian.ru/rent/flat/294910409/,Москва,rent,flat,12,16,2,55.1,1270,70000,0,Орехово-Борисово Южное, Генерала Белова,43,Домодедовская
