,author,author_type,link,city,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_m2,price_per_month,commissions,district,street,house_number,underground
0,KOVCHEG,real_estate_agent,https://www.cian.ru/rent/flat/294715265/,Москва,rent,flat,9,17,1,42.0,1309,55000,0,Черемушки, Наметкина,13к1,Новые Черёмушки
1,ID 438029,realtor,https://www.cian.ru/rent/flat/294909620/,Москва,rent,flat,18,27,1,42.0,1785,75000,0,Ломоносовский, Панферова,4,Университет
2,ПИК-Аренда,real_estate_agent,https://www.cian.ru/rent/flat/294738678/,Москва,rent,flat,5,10,1,22.6,1716,38800,0,, Александры Монаховой,94к2,Бунинская аллея
3,ID 18835544,official_representative,https://www.cian.ru/rent/flat/278216280/,Москва,rent,flat,7,12,2,90.0,6666,600000,0,Тверской, Охотный Ряд,2,Охотный ряд
4,Apple Real Estate,real_estate_agent,https://www.cian.ru/rent/flat/293989512/,Москва,rent,flat,4,8,4,223.0,3363,750000,0,Хамовники,1-й Зачатьевский переулок,5,Парк Культуры
5,ПИК-Аренда,real_estate_agent,https://www.cian.ru/rent/flat/294605494/,Москва,rent,flat,3,5,2,43.3,1214,52600,0,Южное Тушино,бульвар Яна Райниса,11,Сходненская
6,Trust Realty,real_estate_agent,https://www.cian.ru/rent/flat/293978973/,Москва,rent,flat,4,8,4,223.0,3363,750000,0,Хамовники,1-й Зачатьевский переулок,5,Парк Культуры
7,The IMPERIUM,real_estate_agent,https://www.cian.ru/rent/flat/294036828/,Москва,rent,flat,4,8,4,224.0,3348,750000,0,Хамовники,1-й Зачатьевский переулок,5,Парк Культуры
8,ID 44403021,real_estate_agent,https://www.cian.ru/rent/flat/294721392/,Москва,rent,flat,15,16,3,60.0,916,55000,0,, Потаповская Роща,20к2,Бульвар Адмирала Ушакова
9,KOVCHEG,real_estate_agent,https://www.cian.ru/rent/flat/294769208/,Москва,rent,flat,9,17,3,80.0,1187,95000,0,Хорошево-Мневники, Маршала Тухачевского,16к1,Народное Ополчение
10,Славянский Двор Остоженка,real_estate_agent,https://www.cian.ru/rent/flat/295062541/,Москва,rent,flat,4,6,2,180.0,4444,800000,0,Хамовники,Пречистенская набережная,17-19,Кропоткинская
11,PROНЕДВИЖИМОСТЬ,real_estate_agent,https://www.cian.ru/rent/flat/294561575/,Москва,rent,flat,3,5,2,44.0,1818,80000,0,Сокольники,Стромынский переулок,6,Сокольники
12,Trust Realty,real_estate_agent,https://www.cian.ru/rent/flat/294887468/,Москва,rent,flat,3,5,4,160.0,6250,1000000,0,Замоскворечье,Садовническая ,29,Новокузнецкая
13,The IMPERIUM,real_estate_agent,https://www.cian.ru/rent/flat/294575528/,Москва,rent,flat,2,9,2,40.0,1625,65000,0,Беговой,Расковой переулок,17,Белорусская
14,ID 12958101,official_representative,https://www.cian.ru/rent/flat/286275438/,Москва,rent,flat,12,22,1,21.0,2380,50000,0,Покровское-Стрешнево,Волоколамское шоссе,71/22к3,Спартак
15,Liberty Estate,real_estate_agent,https://www.cian.ru/rent/flat/294518860/,Москва,rent,flat,18,22,3,100.0,1700,170000,0,Раменки, Лобачевского,118к4,Аминьевская
16,Apple Real Estate,real_estate_agent,https://www.cian.ru/rent/flat/293449666/,Москва,rent,flat,2,7,3,179.0,5586,1000000,0,Хамовники,1-й Зачатьевский переулок,8с1,Кропоткинская
17,OXE CAPITAL - Элитная Недвижимость,real_estate_agent,https://www.cian.ru/rent/flat/272808444/,Москва,rent,flat,66,79,2,113.0,8849,1000000,0,Пресненский,1-й Красногвардейский проезд,22с1,Выставочная
18,Каскад,real_estate_agent,https://www.cian.ru/rent/flat/294964491/,Москва,rent,flat,2,9,2,40.0,1625,65000,0,Беговой,Расковой переулок,17,Белорусская
19,Славянский Двор Остоженка,real_estate_agent,https://www.cian.ru/rent/flat/275932772/,Москва,rent,flat,2,7,3,180.0,5000,900000,0,Хамовники,1-й Зачатьевский переулок,8с1,Кропоткинская
20,ПИК-Аренда,real_estate_agent,https://www.cian.ru/rent/flat/294785238/,Москва,rent,flat,13,18,3,67.7,1002,67900,0,, Александры Монаховой,94к3,Бунинская аллея
21,РЕНТТЕХПЛЕЙС,official_representative,https://www.cian.ru/rent/flat/294944403/,Москва,rent,flat,38,78,2,77.0,3506,270000,0,Пресненский,1-й Красногвардейский проезд,22с2,Тестовская
22,Apple Real Estate,real_estate_agent,https://www.cian.ru/rent/flat/293316254/,Москва,rent,flat,6,7,3,116.0,3448,400000,0,Арбат,1-й Смоленский переулок,21,Смоленская
23,The IMPERIUM,real_estate_agent,https://www.cian.ru/rent/flat/294870635/,Москва,rent,flat,10,21,3,60.0,1166,70000,0,Люблино,Люблинская ,76к2,Перерва
24,Apple Real Estate,real_estate_agent,https://www.cian.ru/rent/flat/292803543/,Москва,rent,flat,13,14,4,178.0,2191,390000,0,Арбат,1-й Смоленский переулок,17,Смоленская
25,Trust Realty,real_estate_agent,https://www.cian.ru/rent/flat/293348824/,Москва,rent,flat,6,7,3,115.0,3478,400000,0,Арбат,1-й Смоленский переулок,21,Смоленская
26,ПИК-Аренда,real_estate_agent,https://www.cian.ru/rent/flat/294770714/,Москва,rent,flat,2,5,1,23.0,2508,57700,0,Ростокино,Сельскохозяйственная ,17к4,Ботанический сад
27,Trust Realty,real_estate_agent,https://www.cian.ru/rent/flat/291690469/,Москва,rent,flat,13,14,4,178.0,2191,390000,0,Арбат,1-й Смоленский переулок,17,Смоленская
28,CROCUS ESTATE,real_estate_agent,https://www.cian.ru/rent/flat/291843145/,Москва,rent,flat,18,25,3,100.0,1750,175000,0,Раменки, Лобачевского,118к2,Аминьевская
29,The IMPERIUM,real_estate_agent,https://www.cian.ru/rent/flat/294836640/,Москва,rent,flat,6,8,3,67.0,1194,80000,0,Москворечье-Сабурово,переулок 1-й Котляковский,2Ак3,Варшавская
30,Apple Real Estate,real_estate_agent,https://www.cian.ru/rent/flat/291727279/,Москва,rent,flat,11,18,4,168.0,2261,380000,0,Дорогомилово,Дохтуровский переулок,6,Студенческая
31,Trust Realty,real_estate_agent,https://www.cian.ru/rent/flat/294034235/,Москва,rent,flat,11,18,4,161.0,2360,380000,0,Дорогомилово,Дохтуровский переулок,6,Студенческая
32,МОСКВА СИТИ,real_estate_agent,https://www.cian.ru/rent/flat/279725528/,Москва,rent,flat,62,68,3,85.0,2941,250000,0,Пресненский,1-й Красногвардейский проезд,22с1,Выставочная
33,Apple Real Estate,real_estate_agent,https://www.cian.ru/rent/flat/294831864/,Москва,rent,flat,3,6,3,100.0,8500,850000,0,Замоскворечье,Садовническая набережная,7,Новокузнецкая
34,Дмитрий Моргунов,realtor,https://www.cian.ru/rent/flat/294311033/,Москва,rent,flat,55,55,1,63.0,3809,240000,0,Пресненский,1-й Красногвардейский проезд,22с1,Тестовская
35,ЦАН,real_estate_agent,https://www.cian.ru/rent/flat/294702132/,Москва,rent,flat,10,25,3,60.0,1166,70000,0,Люблино,Люблинская ,76к2,Перерва
36,ID 13679628,homeowner,https://www.cian.ru/rent/flat/294804134/,Москва,rent,flat,5,5,2,60.0,2666,160000,0,Тверской,Дегтярный переулок,15к2,Пушкинская
37,Whitewill Аренда,real_estate_agent,https://www.cian.ru/rent/flat/294593099/,Москва,rent,flat,3,6,3,100.0,8500,850000,0,Замоскворечье,Садовническая набережная,7,Новокузнецкая
38,ID 12958101,official_representative,https://www.cian.ru/rent/flat/269511704/,Москва,rent,flat,1,2,1,17.0,2529,42999,0,Нагатино-Садовники,Старокаширское шоссе,4к3,Каширская
39,Kalinka Group,real_estate_agent,https://www.cian.ru/rent/flat/295008669/,Москва,rent,flat,3,6,3,100.0,8500,850000,0,Замоскворечье,Садовническая набережная,7,Новокузнецкая
40,Intermark Real Estate,real_estate_agent,https://www.cian.ru/rent/flat/253666383/,Москва,rent,flat,13,15,3,230.0,2826,650000,0,Тверской,Газетный переулок,13,Охотный ряд
41,ПИК-Аренда,real_estate_agent,https://www.cian.ru/rent/flat/294778412/,Москва,rent,flat,2,15,1,25.9,1617,41900,0,, Василия Ощепкова,6,Коммунарка
42,KOVCHEG,real_estate_agent,https://www.cian.ru/rent/flat/294770619/,Москва,rent,flat,7,23,3,90.0,777,70000,0,Рязанский,Саратовская ,31,Текстильщики
43,Intermark Real Estate,real_estate_agent,https://www.cian.ru/rent/flat/293672754/,Москва,rent,flat,2,5,3,182.0,5494,1000000,0,Хамовники,1-й Зачатьевский переулок,8с1,Кропоткинская
44,The IMPERIUM,real_estate_agent,https://www.cian.ru/rent/flat/294926314/,Москва,rent,flat,10,22,1,23.0,2304,53000,0,Покровское-Стрешнево,Волоколамское шоссе,71/22к3,Спартак
45,Trust Realty,real_estate_agent,https://www.cian.ru/rent/flat/294523920/,Москва,rent,flat,5,6,4,220.0,2045,450000,0,Арбат,Филипповский переулок,8С1,Кропоткинская
46,Apple Real Estate,real_estate_agent,https://www.cian.ru/rent/flat/294513363/,Москва,rent,flat,3,13,4,186.0,2150,400000,0,Тверской,4-я Тверская-Ямская ,22,Маяковская
47,The IMPERIUM,real_estate_agent,https://www.cian.ru/rent/flat/294399360/,Москва,rent,flat,11,12,3,105.0,1904,200000,0,Хамовники,Большая Пироговская ,5,Парк Культуры
48,Славянский Двор Остоженка,real_estate_agent,https://www.cian.ru/rent/flat/294345720/,Москва,rent,flat,5,9,4,230.0,1956,450000,0,Арбат,Филипповский переулок,8С1,Кропоткинская
49,Intermark Real Estate,real_estate_agent,https://www.cian.ru/rent/flat/294150634/,Москва,rent,flat,3,13,4,186.0,2150,400000,0,Тверской,4-я Тверская-Ямская ,22,Маяковская
50,ID 12958101,official_representative,https://www.cian.ru/rent/flat/294949774/,Москва,rent,flat,7,18,1,18.0,2777,49999,0,Останкинский,Березовая аллея,19к6,Ботанический сад
51,Intermark Real Estate,real_estate_agent,https://www.cian.ru/rent/flat/293475473/,Москва,rent,flat,11,18,4,161.0,2360,380000,0,Дорогомилово,Дохтуровский переулок,6,Студенческая
52,Intermark Real Estate,real_estate_agent,https://www.cian.ru/rent/flat/290829355/,Москва,rent,flat,2,8,4,182.0,2472,450000,0,Хамовники,1-й Зачатьевский переулок,5,Кропоткинская
53,ID 79101137,unknown,https://www.cian.ru/rent/flat/282006150/,Москва,rent,flat,2,5,2,43.0,1023,44000,0,Богородское,бульвар Маршала Рокоссовского,25,Бульвар Рокоссовского
54,Intermark Real Estate,real_estate_agent,https://www.cian.ru/rent/flat/278526294/,Москва,rent,flat,4,8,3,136.0,2352,320000,0,Пресненский,Скатертный переулок,18,Арбатская
55,Apple Real Estate,real_estate_agent,https://www.cian.ru/rent/flat/294513359/,Москва,rent,flat,4,6,3,160.0,2187,350000,0,Замоскворечье,Большая Пионерская ,20,Павелецкая
56,The IMPERIUM,real_estate_agent,https://www.cian.ru/rent/flat/294750924/,Москва,rent,flat,1,6,3,65.0,1430,93000,0,Басманный, Воронцово Поле,5-7С8,Чкаловская
57,Дарья Батова,realtor,https://www.cian.ru/rent/flat/286798109/,Москва,rent,flat,4,8,4,184.0,1630,300000,0,Пресненский, Гашека,2С1,Маяковская
58,Intermark Real Estate,real_estate_agent,https://www.cian.ru/rent/flat/294388751/,Москва,rent,flat,6,7,4,145.0,2068,300000,0,Хамовники,Большой Власьевский переулок,12,Смоленская
59,Chase R.E.S.,real_estate_agent,https://www.cian.ru/rent/flat/294622200/,Москва,rent,flat,6,7,3,137.0,2919,400000,0,Хамовники, Льва Толстого,23/7кГ,Парк Культуры
60,Intermark Real Estate,real_estate_agent,https://www.cian.ru/rent/flat/236774672/,Москва,rent,flat,4,6,3,162.0,2160,350000,0,Замоскворечье,Большая Пионерская ,20,Павелецкая
61,Delight  Realty,real_estate_agent,https://www.cian.ru/rent/flat/293663178/,Москва,rent,flat,2,7,3,180.0,5555,1000000,0,Хамовники,1-й Зачатьевский переулок,8С9,Кропоткинская
62,ID 12958101,official_representative,https://www.cian.ru/rent/flat/287352503/,Москва,rent,flat,13,17,1,22.0,2045,44999,0,Некрасовка,проспект Защитников Москвы,3к1,Некрасовка
63,Life Style,real_estate_agent,https://www.cian.ru/rent/flat/292451992/,Москва,rent,flat,6,13,3,95.0,3684,350000,0,Тверской, Фадеева,4А,Новослободская
64,Contact Real Estate,real_estate_agent,https://www.cian.ru/rent/flat/294075768/,Москва,rent,flat,4,17,4,260.0,5000,1300000,0,Якиманка,Якиманский переулок,6,Октябрьская
65,The IMPERIUM,real_estate_agent,https://www.cian.ru/rent/flat/294788992/,Москва,rent,flat,22,23,2,58.0,1379,80000,0,Западное Дегунино,Ижорская ,6к6,Ховрино
66,Life Style,real_estate_agent,https://www.cian.ru/rent/flat/294599150/,Москва,rent,flat,4,17,4,137.0,2116,290000,0,Раменки, Пудовкина,7,Поклонная
67,Whitewill Аренда,real_estate_agent,https://www.cian.ru/rent/flat/293380880/,Москва,rent,flat,9,27,3,79.0,2405,190000,0,Пресненский,Шмитовский проезд,39к2,Шелепиха
68,ПИК-Аренда,real_estate_agent,https://www.cian.ru/rent/flat/294945107/,Москва,rent,flat,6,17,1,35.0,914,32000,0,,проспект Куприна,18к1,Бунинская аллея
69,The IMPERIUM,real_estate_agent,https://www.cian.ru/rent/flat/294850047/,Москва,rent,flat,7,7,2,60.0,3250,195000,0,Замоскворечье,Шлюзовая набережная,2А,Павелецкая
70,Apple Real Estate,real_estate_agent,https://www.cian.ru/rent/flat/287999637/,Москва,rent,flat,7,16,3,195.0,2307,450000,0,Арбат, Новый Арбат,27,Смоленская
71,Whitewill Аренда,real_estate_agent,https://www.cian.ru/rent/flat/294640270/,Москва,rent,flat,24,37,4,159.0,3459,550000,0,Хорошевский,Ленинградский проспект,37/4,Аэропорт
72,Life Style,real_estate_agent,https://www.cian.ru/rent/flat/290875252/,Москва,rent,flat,5,12,3,150.0,1333,200000,0,Замоскворечье,Климентовский переулок,2,Новокузнецкая
73,Apple Real Estate,real_estate_agent,https://www.cian.ru/rent/flat/290707127/,Москва,rent,flat,5,6,4,206.0,3155,650000,0,Хамовники, Остоженка,25,Парк Культуры
74,The IMPERIUM,real_estate_agent,https://www.cian.ru/rent/flat/294884932/,Москва,rent,flat,42,57,1,38.0,2368,90000,0,Хорошево-Мневники, Народного Ополчения,15К3,Народное Ополчение
75,Apple Real Estate,real_estate_agent,https://www.cian.ru/rent/flat/290403658/,Москва,rent,flat,3,5,4,208.0,1432,298000,0,Мещанский,Цветной бульвар,16/1,Трубная
76,Apple Real Estate,real_estate_agent,https://www.cian.ru/rent/flat/287198837/,Москва,rent,flat,6,7,3,100.0,3500,350000,0,Арбат,1-й Смоленский переулок,21,Смоленская
77,Whitewill Аренда,real_estate_agent,https://www.cian.ru/rent/flat/283739406/,Москва,rent,flat,10,13,4,220.0,5909,1300000,0,Арбат, Новый Арбат,32,Смоленская
78,Apple Real Estate,real_estate_agent,https://www.cian.ru/rent/flat/284186478/,Москва,rent,flat,3,4,4,200.0,1750,350000,0,Арбат, Арбат,32,Смоленская
79,Whitewill Аренда,real_estate_agent,https://www.cian.ru/rent/flat/294625128/,Москва,rent,flat,3,7,3,110.0,3363,370000,0,Замоскворечье,Садовническая ,57С2,Павелецкая
80,ЦАН,real_estate_agent,https://www.cian.ru/rent/flat/294817591/,Москва,rent,flat,3,3,1,13.0,5000,65000,0,Красносельский, Сретенка,36,Сухаревская
81,Whitewill Аренда,real_estate_agent,https://www.cian.ru/rent/flat/292953950/,Москва,rent,flat,10,10,4,212.0,4716,1000000,0,Тверской,Страстной бульвар,10к1,Пушкинская
82,Whitewill Аренда,real_estate_agent,https://www.cian.ru/rent/flat/293970567/,Москва,rent,flat,23,31,3,138.0,1811,250000,0,Очаково-Матвеевское,Нежинская ,1к1,Давыдково
83,The IMPERIUM,real_estate_agent,https://www.cian.ru/rent/flat/294879725/,Москва,rent,flat,12,17,1,40.0,1500,60000,0,Хорошевский,Хорошевское шоссе,5К1,Беговая
84,Whitewill Аренда,real_estate_agent,https://www.cian.ru/rent/flat/293150087/,Москва,rent,flat,13,13,4,178.0,2191,390000,0,Арбат,1-й Смоленский переулок,17,Смоленская
85,Whitewill Аренда,real_estate_agent,https://www.cian.ru/rent/flat/293127362/,Москва,rent,flat,2,5,3,116.0,2543,295000,0,Дорогомилово,Студенческая ,20к1,Студенческая
86,The IMPERIUM,real_estate_agent,https://www.cian.ru/rent/flat/294801857/,Москва,rent,flat,17,17,2,55.0,1272,70000,0,Тропарево-Никулино, Покрышкина,9,Юго-Западная
87,Whitewill Аренда,real_estate_agent,https://www.cian.ru/rent/flat/294017112/,Москва,rent,flat,12,16,3,166.0,2891,480000,0,Марьина роща,Октябрьский переулок,5,Достоевская
88,Whitewill Аренда,real_estate_agent,https://www.cian.ru/rent/flat/294564735/,Москва,rent,flat,11,13,3,148.0,3716,550000,0,Арбат, Новый Арбат,32,Смоленская
89,The IMPERIUM,real_estate_agent,https://www.cian.ru/rent/flat/294986529/,Москва,rent,flat,3,16,1,20.0,1750,35000,0,, Потаповская Роща,20к1,Улица Скобелевская
90,Whitewill Аренда,real_estate_agent,https://www.cian.ru/rent/flat/294255327/,Москва,rent,flat,5,11,2,41.0,3414,140000,0,Басманный, Казакова,7,Курская
91,Whitewill Аренда,real_estate_agent,https://www.cian.ru/rent/flat/293041539/,Москва,rent,flat,7,16,2,200.0,2250,450000,0,Арбат, Новый Арбат,27,Смоленская
92,The IMPERIUM,real_estate_agent,https://www.cian.ru/rent/flat/293929755/,Москва,rent,flat,3,9,3,65.0,1000,65000,0,Нагатино-Садовники, Академика Миллионщикова,7К1,Коломенская
93,Whitewill Аренда,real_estate_agent,https://www.cian.ru/rent/flat/287120759/,Москва,rent,flat,3,12,4,150.0,2000,300000,0,Дорогомилово,Кутузовский проспект,11,Киевская
94,Whitewill Аренда,real_estate_agent,https://www.cian.ru/rent/flat/292013968/,Москва,rent,flat,3,4,3,265.0,4528,1200000,0,Арбат,Борисоглебский переулок,13С3,Арбатская
95,Дарья Батова,realtor,https://www.cian.ru/rent/flat/289441169/,Москва,rent,flat,10,16,3,93.0,2365,220000,0,Хорошевский, Викторенко,11,Аэропорт
96,Whitewill Аренда,real_estate_agent,https://www.cian.ru/rent/flat/292400111/,Москва,rent,flat,3,12,4,135.0,1740,235000,0,Пресненский,Большой Тишинский переулок,38С1,Улица 1905 года
97,Whitewill Аренда,real_estate_agent,https://www.cian.ru/rent/flat/287890120/,Москва,rent,flat,3,7,4,176.0,2215,390000,0,Пресненский,Никитский бульвар,12,Арбатская
98,The IMPERIUM,real_estate_agent,https://www.cian.ru/rent/flat/294213612/,Москва,rent,flat,12,27,1,37.0,1891,70000,0,Хорошево-Мневники,Шелепихинская набережная,42к2,Народное Ополчение
99,Whitewill Аренда,real_estate_agent,https://www.cian.ru/rent/flat/291422400/,Москва,rent,flat,11,18,4,185.0,3135,580000,0,Академический, Дмитрия Ульянова,6к1,Академическая
100,Whitewill Аренда,real_estate_agent,https://www.cian.ru/rent/flat/293515520/,Москва,rent,flat,6,7,3,115.0,3478,400000,0,Арбат,1-й Смоленский переулок,21,Смоленская
101,BY Moscow City,real_estate_agent,https://www.cian.ru/rent/flat/294614118/,Москва,rent,flat,70,78,2,86.0,3372,290000,0,Пресненский,1-й Красногвардейский проезд,22с2,Тестовская
102,Whitewill Аренда,real_estate_agent,https://www.cian.ru/rent/flat/292759458/,Москва,rent,flat,38,42,4,260.0,1346,350000,0,Хорошевский,Хорошевское шоссе,16к1,Беговая
103,Whitewill Аренда,real_estate_agent,https://www.cian.ru/rent/flat/282555998/,Москва,rent,flat,3,4,4,180.0,1944,350000,0,Арбат, Арбат,32,Смоленская
104,The IMPERIUM,real_estate_agent,https://www.cian.ru/rent/flat/294718328/,Москва,rent,flat,2,9,2,47.0,1255,59000,0,, Александры Монаховой,80к2,Бульвар Адмирала Ушакова
105,Whitewill Аренда,real_estate_agent,https://www.cian.ru/rent/flat/292637810/,Москва,rent,flat,3,20,3,144.0,2083,300000,0,Хамовники,Комсомольский проспект,32К2,Фрунзенская
106,Whitewill Аренда,real_estate_agent,https://www.cian.ru/rent/flat/287459002/,Москва,rent,flat,8,11,3,133.0,4135,550000,0,Арбат, Новый Арбат,32,Смоленская
107,The IMPERIUM,real_estate_agent,https://www.cian.ru/rent/flat/294508937/,Москва,rent,flat,4,14,3,89.0,2696,240000,0,Гагаринский,Ленинский проспект,38Ак3,Ленинский проспект
108,Whitewill Аренда,real_estate_agent,https://www.cian.ru/rent/flat/293942286/,Москва,rent,flat,10,16,3,200.0,3000,600000,0,Арбат, Новый Арбат,27,Смоленская
109,Whitewill Аренда,real_estate_agent,https://www.cian.ru/rent/flat/279816682/,Москва,rent,flat,5,11,4,173.0,2601,450000,0,Тверской,Страстной бульвар,10к1,Пушкинская
110,KOVCHEG,real_estate_agent,https://www.cian.ru/rent/flat/294968458/,Москва,rent,flat,2,16,1,20.0,2000,40000,0,Отрадное,Алтуфьевское шоссе,2,Владыкино
111,Whitewill Аренда,real_estate_agent,https://www.cian.ru/rent/flat/294735584/,Москва,rent,flat,2,7,3,180.0,5555,1000000,0,Хамовники,1-й Зачатьевский переулок,8с1,Кропоткинская
112,Whitewill Аренда,real_estate_agent,https://www.cian.ru/rent/flat/293121896/,Москва,rent,flat,5,5,4,206.0,3155,650000,0,Хамовники, Остоженка,25,Парк Культуры
113,The IMPERIUM,real_estate_agent,https://www.cian.ru/rent/flat/294776173/,Москва,rent,flat,7,21,1,45.0,2222,100000,0,Даниловский,проспект Лихачева,16к1,Технопарк
114,Whitewill Аренда,real_estate_agent,https://www.cian.ru/rent/flat/291629060/,Москва,rent,flat,4,4,4,160.0,1875,300000,0,Мещанский,Варсонофьевский переулок,8С3,Кузнецкий мост
115,Whitewill Аренда,real_estate_agent,https://www.cian.ru/rent/flat/291013067/,Москва,rent,flat,4,13,2,63.0,3968,250000,0,Арбат, Новый Арбат,32,Смоленская
116,The IMPERIUM,real_estate_agent,https://www.cian.ru/rent/flat/294964487/,Москва,rent,flat,2,25,3,55.0,1363,75000,0,Бабушкинский,Кольская ,8к2,Свиблово
117,The IMPERIUM,real_estate_agent,https://www.cian.ru/rent/flat/294939170/,Москва,rent,flat,31,36,2,75.0,3200,240000,0,Хорошево-Мневники,Шелепихинская набережная,34к2зд1,Шелепиха
118,Whitewill Аренда,real_estate_agent,https://www.cian.ru/rent/flat/293001853/,Москва,rent,flat,4,4,4,159.0,1761,280000,0,Мещанский,Цветной бульвар,16/1,Трубная
119,The IMPERIUM,real_estate_agent,https://www.cian.ru/rent/flat/294697774/,Москва,rent,flat,3,25,2,60.0,883,53000,0,Отрадное,Высоковольтный проезд,1С8,Отрадное
120,Whitewill Аренда,real_estate_agent,https://www.cian.ru/rent/flat/290319039/,Москва,rent,flat,3,5,4,232.0,1681,390000,0,Мещанский,Варсонофьевский переулок,4С1,Кузнецкий мост
121,Whitewill Аренда,real_estate_agent,https://www.cian.ru/rent/flat/294166925/,Москва,rent,flat,2,7,2,60.0,3333,200000,0,Замоскворечье,Шлюзовая набережная,2А,Павелецкая
122,The IMPERIUM,real_estate_agent,https://www.cian.ru/rent/flat/294800591/,Москва,rent,flat,3,21,1,25.0,2000,50000,0,Тропарево-Никулино,Востряковское шоссе,7с3,Озёрная
123,Whitewill Аренда,real_estate_agent,https://www.cian.ru/rent/flat/279927952/,Москва,rent,flat,8,9,3,189.0,1587,300000,0,Басманный,Подсосенский переулок,3,Курская
124,Whitewill Аренда,real_estate_agent,https://www.cian.ru/rent/flat/292609487/,Москва,rent,flat,3,6,4,200.0,2750,550000,0,Басманный,переулок Огородная Слобода,14,Чистые пруды
125,The IMPERIUM,real_estate_agent,https://www.cian.ru/rent/flat/294894592/,Москва,rent,flat,18,39,1,45.0,3111,140000,0,Хорошевский,Ленинградский проспект,37/4,ЦСКА
126,Whitewill Аренда,real_estate_agent,https://www.cian.ru/rent/flat/293001855/,Москва,rent,flat,3,4,4,208.0,1432,298000,0,Мещанский,Цветной бульвар,16/1,Трубная
127,Whitewill Аренда,real_estate_agent,https://www.cian.ru/rent/flat/289198219/,Москва,rent,flat,6,7,3,100.0,3500,350000,0,Арбат,1-й Смоленский переулок,21,Смоленская
128,ГАЛЕРЕЯ,real_estate_agent,https://www.cian.ru/rent/flat/287066012/,Москва,rent,flat,62,75,2,70.0,2714,190000,0,Пресненский,1-й Красногвардейский проезд,22с1,Тестовская
129,Whitewill Аренда,real_estate_agent,https://www.cian.ru/rent/flat/293127358/,Москва,rent,flat,4,5,4,123.0,2195,270000,0,Замоскворечье, Малая Ордынка,5/6С2-3,Третьяковская
130,The IMPERIUM,real_estate_agent,https://www.cian.ru/rent/flat/294109767/,Москва,rent,flat,13,17,4,135.0,2222,300000,0,Раменки, Пудовкина,7,Поклонная
131,The IMPERIUM,real_estate_agent,https://www.cian.ru/rent/flat/294948714/,Москва,rent,flat,3,14,1,43.0,1162,50000,0,Северное Бутово,Старобитцевская ,23К1,Бульвар Дмитрия Донского
132,Москва-Сити Онлайн,real_estate_agent,https://www.cian.ru/rent/flat/295040642/,Москва,rent,flat,35,77,1,80.0,5000,400000,0,Пресненский,1-й Красногвардейский проезд,22с1,Тестовская
133,Apple Real Estate,real_estate_agent,https://www.cian.ru/rent/flat/293142832/,Москва,rent,flat,4,6,4,206.0,2427,500000,0,Арбат,переулок Плотников,21С1,Смоленская
134,ПИК-Аренда,real_estate_agent,https://www.cian.ru/rent/flat/294577729/,Москва,rent,flat,30,33,1,40.9,1589,65000,0,Отрадное,Сигнальный проезд,16к1,Владыкино
135,Славянский Двор Остоженка,real_estate_agent,https://www.cian.ru/rent/flat/293902092/,Москва,rent,flat,4,6,4,206.0,2427,500000,0,Арбат,переулок Плотников,21С1,Смоленская
136,SHOW ME,real_estate_agent,https://www.cian.ru/rent/flat/282580115/,Москва,rent,flat,10,12,1,85.0,3882,330000,0,Аэропорт,Ленинградский проспект,36с30,Динамо
137,ЦеНтр ПИК,real_estate_agent,https://www.cian.ru/rent/flat/294827277/,Москва,rent,flat,9,22,3,55.4,1985,110000,0,Хорошевский,1-я Магистральная ,25,Полежаевская
138,Life Style,real_estate_agent,https://www.cian.ru/rent/flat/291575379/,Москва,rent,flat,9,18,3,166.0,2108,350000,0,Дорогомилово,Резервный проезд,4,Студенческая
139,Whitewill Аренда,real_estate_agent,https://www.cian.ru/rent/flat/292485031/,Москва,rent,flat,4,6,4,206.0,2427,500000,0,Арбат,переулок Плотников,21С1,Смоленская
140,МОСКВА СИТИ,real_estate_agent,https://www.cian.ru/rent/flat/279776708/,Москва,rent,flat,38,68,2,73.0,3013,220000,0,Пресненский,1-й Красногвардейский проезд,22с1,Выставочная
141,Apple Real Estate,real_estate_agent,https://www.cian.ru/rent/flat/289731807/,Москва,rent,flat,13,16,3,120.0,3583,430000,0,Хамовники,Ружейный переулок,3,Смоленская
142,Whitewill Аренда,real_estate_agent,https://www.cian.ru/rent/flat/294194328/,Москва,rent,flat,11,13,4,209.0,7655,1600000,0,Хамовники, Ефремова,10с1к4/6,Спортивная
143,Аврора Проперти,real_estate_agent,https://www.cian.ru/rent/flat/294253196/,Москва,rent,flat,2,4,4,115.0,5652,650000,0,Хамовники,2-й Зачатьевский переулок,13,Парк Культуры
144,Intermark Real Estate,real_estate_agent,https://www.cian.ru/rent/flat/291704096/,Москва,rent,flat,5,9,4,160.0,2187,350000,0,Пресненский,Малый Козихинский переулок,14,Тверская
145,Whitewill Аренда,real_estate_agent,https://www.cian.ru/rent/flat/294447794/,Москва,rent,flat,13,16,3,120.0,3583,430000,0,Хамовники,Ружейный переулок,3,Смоленская
146,МГСН,real_estate_agent,https://www.cian.ru/rent/flat/294501293/,Москва,rent,flat,2,9,3,50.0,1000,50000,0,Зябликово, Мусы Джалиля,38К2,Красногвардейская
